Title,Location,Company,Job description,Employement Type
Data Scientist (remote),"Toronto, Ontario, Canada", ,"Spotify for Artists is the destination for artists and their teams to understand their fans and reach their goals. We give artists the insights and tools they need to connect with their fans and establish a meaningful career on their own terms.

The Music Product Insights Team is a growing insights community of 30+ Data Scientists and User Researchers who blend their skills to help us craft the next generation of music industry products, bringing insights into every decision we make.

We are looking for a data scientist with experience working in a product development team, testing new product concepts with users at various stages of the product development cycle, thinking creatively about experimentation, and leveraging statistical modeling to generate insights from large-scale datasets. You will join one of the product teams within Spotify for Artists and help inform the way we build our platform to allow artists and their teams to achieve success on Spotify.

What you'll do:

Gain a deep understanding of how products and platforms influence user behavior by extracting insights from rich datasets to drive the Spotify for Artists roadmap.
Identify the most impactful opportunities for product development based on user needs, and execute on them diligently and resourcefully, sequencing hypotheses to ladder up to broader business goals.
Partner closely with the other data scientists, user researchers, and data engineers to help inform, build and test hypotheses to deliver actionable insights that fuel our product development.
Define the metrics we use to measure the health of initiatives and track them through dashboards
Be an advocate for data-informed decision-making, making recommendations about the product performance and product experience available to the whole organization.

Who you are:

You have proven experience as a Data Scientist using experimentation methods and advanced statistical modeling to drive product development.
You have experience with product analytics, including crafting success metrics, ensuring strong instrumentation, deeply understanding user behaviors, and presenting findings with clear product recommendations or implications.
You are capable of taking on loosely defined problems and translating complex thinking into practical application for diverse audiences.
You’re a compelling storyteller who can communicate in succinct and inspiring ways to audiences with varied data science experience to influence real world product or feature decisions.
You are proficient in Python and SQL

Where you'll be:

We are a distributed workforce enabling our band members to find a work mode that is best for them!
Where in the world? For this role, it can be within the Americas region in which we have a work location and is within working hours. Working hours?
We operate within the Eastern Standard time zone for collaboration and ask that our teammates are comfortable working within the hours of that time zone.
Prefer an office to work from home instead? Not a problem! We have plenty of options for your working preferences. Find more information about our Work From Anywhere options here.

We strongly believe that diversity of experience, perspectives, and background will lead to a better workplace for our employees and a better product for our users and our creators. This is something we value deeply and we encourage everyone to come be a part of changing the way the world listens to music.

Spotify is an equal opportunity employer. You are welcome at Spotify for who you are, no matter where you come from, what you look like, or what’s playing in your headphones. Our platform is for everyone, and so is our workplace. The more voices we have represented and amplified in our business, the more we will all thrive, contribute, and be forward-thinking! So bring us your personal experience, your perspectives, and your background. It’s in our differences that we will find the power to keep revolutionizing the way the world listens.

Spotify transformed music listening forever when we launched in 2008. Our mission is to unlock the potential of human creativity by giving a million creative artists the opportunity to live off their art and billions of fans the chance to enjoy and be passionate about these creators. Everything we do is driven by our love for music and podcasting. Today, we are the world’s most popular audio streaming subscription service with a community of more than 381 million users.

This role is not eligible for hire in Colorado, USA.

Global COVID and Vaccination Disclosure

Spotify is committed to safety and well-being of our employees, vendors and clients. We are following regional guidelines mandating vaccination and testing requirements, including those requiring vaccinations and testing for in-person roles and event attendance. For NYC, we have mandated that all employees and contractors be fully vaccinated in order to work in our offices and externally with any third-parties.For all other locations, we strongly encourage our employees to get vaccinated and also follow local COVID and safety protocols.

Show less",Full-time
Data Scientist (remote),"Toronto, Ontario, Canada", ,"Company Description

You will join a world-class team of engineers and data scientists from Facebook, Uber, Amazon and Google. We are a fast growing consulting firm based in Toronto with clients ranging from leading startups building impactful technologies to Fortune 500 companies looking to scale their engineering and data capabilities.

Job Description

We are looking for Data Scientists who are passionate about analytics and using data to help drive business decisions. You enjoy working with structured and/or unstructured data and are motivated to produce highly actionable results. You are experienced in architecting data ETL workflows and schemas. Critical thinking and problem-solving skills are essential for this role.

Qualifications

BS (or higher, e.g., MS, or PhD) in Computer Science, Engineering, Math, or Statistics
Hands on experience working with user engagement, social, marketing, and/or finance data
Proficient in Python (i.e. Pandas, Numpy, scikit-learn, etc), R, TensorFlow, amongst other data science related tools and libraries
Extensive experience working on relational databases, designing complex data schemas, and writing SQL queries
Deep knowledge on performance tuning of ETL Jobs, SQL, and databases
Analytical mind and strong business acumen
Working knowledge of Snowflake
Devops experiences a plus

Additional Information

We have very competitive compensation.

Work on cool projects based on your interests and skills. We believe in accountability and NOT micro-management.
Show less",Full-time
Data Scientist (remote),"Toronto, Ontario, Canada", ,"We are a startup working on cutting-edge machine learning and computer vision. We have market leading products in autonomous rail systems, vehicle occupancy detection and camera analytics for smart cities. We strive to create accurate algorithms that solve our problems efficiently and in a principled manner. If you like solving interesting and challenging problems and writing clean and lean code, keep reading.

As a Machine Learning Scientist Engineer, you will work on projects in machine learning, image processing and real-time video processing. You will be responsible for creating and expanding key capabilities in 3-D Object Detection, geo-localized Tracking, sensor fusion and federated learning.

We hope to teach you as much as we will learn from you. We expect that you take initiative, ownership and demonstrate strong leadership. Our culture is open and collaborative. We listen. We need smart and creative people, People who love new initiatives, to improve, to learn from their mistakes. If this appeals to you, we would love to hear from you.

Responsibilities
Develop our core CV and ML technology (3-D Detection, geo-localized Tracking, federated learning)
Contribute to building our CV and ML platform
Attend business and lead technical meetings with clients
Estimate scope, duration, effort and risk on project proposals.
Mentor and share knowledge with others

Requirements
Ph.D. in Machine Learning or related field.
Experience with DNNs, CNNs and RNNs
Experience with Image Processing, Computer Vision
5+ years of C, C++, Python
Strong architectural / object-oriented design skills
Publications in top tier conferences and journals (ICCV, ECCV, CVPR, NIPS, TPAMI)

Qualifications And Skills Required
Ph.D. in Machine Learning or related field.
Experience with DNNs, CNNs and RNNs
Experience with Image Processing, Computer Vision
5+ years of C, C++ or Python
Strong architectural / object-oriented design skills
Publications in top tier conferences and journals (ICCV, ECCV, CVPR, NIPS, TPAMI)

Beneficial
Experience with Neural Network Compression
Experience with Signal Processing
Experience with GPU Programming
Good working knowledge of embedded systems
Experience with Radar and Lidar

Benefits
Competitive compensation including equity
RRSP Plan
Health and Dental
4 weeks holiday
Opportunities for growth

About Invision AI

Based in Toronto downtown with offices in Switzerland, Invision AI enables edge devices, such as remote cameras and other sensors in the field, to interpret the world around them without relying on costly hardware or cloud connections. We provide real-world three-dimensional situational awareness - including 3-D detection, geo-localized tracking across sensors and sensor fusion. Invision is designed for applications where speed, cost and privacy are paramount. We are deploying products targeting smart roads, smart cities and autonomous rail. Invision AI is a privately-owned North American company founded in 2017. Headquartered in Toronto, Canada, with offices in Lausanne, Switzerland, Invision AI is reshaping Intelligent Infrastructure and Transportation. For more information, visit www.invision.ai
Show less",Full-time
Data Scientist (remote),"Toronto, Ontario, Canada", ,"The Marketplace team builds Spotify's content platform and creator products. Our content platform ingests, understands, and safeguards the world's audio. Our creator products - Spotify for Artists, Soundtrap, and SoundBetter - enable artists and their teams to create music, connect with collaborators, and grow & monetize their audience.

Central to the Marketplace team’s vision is the development of promotion tools for artists and labels powered by Spotify’s deep knowledge of listener preferences and behaviors. We’re looking for a Data Scientist to join the Creator Studio team dedicated to growing our products that help artists get their music into the ears of existing and potential fans.

In this role, you will partner with product teams to build the technology that makes this a reality by accounting for a complex set of artist needs, preferences, and goals. You will tackle complex problems to develop a behavioral understanding of customer needs, as well as to forecast and predict the value that our tools deliver to them & Spotify. In doing so, you will have a proven impact on bringing Spotify’s two-sided marketplace vision to life.

As part of the Product Insights team, you will partner with data engineers, product teams, and designers to help us define the next generation of promotion products for the music industry. You’ll also be connected to the broader Spotify insights community to expand the influence of your team's work.

What you'll do:

Work closely with cross-functional teams of data scientists, researchers, product owners, engineers, designers, marketers, and others across the company to develop the next generation of promotion tools for artists.
Identify the most impactful opportunities for product development based on user needs, and execute on them diligently and resourcefully.
Partner closely with other data scientists to inform, build and test hypotheses that deliver actionable insights to improve and expand our products.
Define the metrics and dashboards we use to measure the health and success of our products.
Mentor and coach data scientists and tackle leadership opportunities within the larger data science community.
Maintain a culture of rigor and data-informed decision-making to drive tangible business impact.

Who you are:

3+ years of demonstrated ability in a similar data scientist role.
Degree in data science, computer science, statistics, economics, mathematics, or a similar quantitative field.
You have proven experience as a Data Scientist using experimentation methods and advanced statistical modeling to drive product development.
You have experience with product analytics, including crafting success metrics, running power analyses, determining statistical significance, and presenting findings with clear product recommendations or implications.
You have hands-on experience synthesizing insights from data using tools such as Python, R, BigQuery, SQL, Tableau.
Strong communication skills and value building strong relationships with colleagues and partners as well as the ability to explain sophisticated topics in straightforward terms.
You’re a compelling storyteller who can communicate in succinct and inspiring ways to audiences with varied data science experience to influence real world product or feature decisions.

Where you'll be:

We are a distributed workforce enabling our band members to find a work mode that is best for them!
Where in the world? For this role, it can be within the Americas region in which we have a work location and is within working hours. Working hours?
We operate within the Eastern Standard time zone for collaboration and ask that our teammates are comfortable working within the hours of that time zone.
Prefer an office to work from home instead? Not a problem! We have plenty of options for your working preferences. Find more information about our Work From Anywhere options here.

Spotify is an equal opportunity employer. You are welcome at Spotify for who you are, no matter where you come from, what you look like, or what’s playing in your headphones. Our platform is for everyone, and so is our workplace. The more voices we have represented and amplified in our business, the more we will all thrive, contribute, and be forward-thinking! So bring us your personal experience, your perspectives, and your background. It’s in our differences that we will find the power to keep revolutionizing the way the world listens.

Spotify transformed music listening forever when we launched in 2008. Our mission is to unlock the potential of human creativity by giving a million creative artists the opportunity to live off their art and billions of fans the chance to enjoy and be passionate about these creators. Everything we do is driven by our love for music and podcasting. Today, we are the world’s most popular audio streaming subscription service with a community of more than 381 million users.

This role is not eligible for hire in Colorado, USA.

Global COVID and Vaccination Disclosure

Spotify is committed to safety and well-being of our employees, vendors and clients. We are following regional guidelines mandating vaccination and testing requirements, including those requiring vaccinations and testing for in-person roles and event attendance. For NYC, we have mandated that all employees and contractors be fully vaccinated in order to work in our offices and externally with any third-parties.For all other locations, we strongly encourage our employees to get vaccinated and also follow local COVID and safety protocols.

Show less",Full-time
Data Scientist (remote),"Toronto, Ontario, Canada", ,"An innovative agri-tech start-up is hiring an IoT Data Scientist/Engineer with passion in technology and agriculture. You will use collected data from multiple modalities to characterize cattle health. You will be involved in all stages model development and deployment included but not limited to, data cleaning/preprocessing, model/algorithm selection, creation, tuning, validation, and integration into final product/platform.

The ideal candidate's favorite words are learning, data, scale, and agility. You will leverage your strong collaboration skills and ability to extract valuable insights from highly complex data sets to ask the right questions and find the right answers.

Responsibilities:
Analyze raw data: assessing quality, cleansing, structuring for downstream processing
Design accurate and scalable prediction algorithms
Collaborate with engineering team to bring analytical prototypes to production
Generate actionable insights for business improvements

Qualifications:
Bachelor's degree or equivalent experience in quantative field (Statistics, Mathematics, Computer Science, Engineering, etc.)
At least 1 - 2 years' of experience in quantitative analytics or data modeling
Deep understanding of predictive modeling, machine-learning, clustering and classification techniques, and algorithms
Fluency in Python and/or R
Ability to construct and debug complex SQL queries
Advanced expertise in common machine learning and data analytic libraries such as: Pandas, Numpy, SKlearn, PyTorch, Tensorflow, Keras
Ability to create meaningful data representations and dashboards
Ability to assist integrate models into a final framework (using Java/HTML/CSS/JS)
Familiarity with Restful APIs
Knowledgeable with IoT platforms and protocols
Ability to travel up to 10% within Canada and USA
Experience with Spring, React and Agricultural practices are considered an asset
Show less",Full-time
Data Scientist (remote),"Toronto, Ontario, Canada", ,"Daily Blends is an early-stage food-tech startup backed by the top VCs in Toronto, New York and Silicon Valley. We are on a mission to make healthy, nutritious, high-quality food as accessible as a can of soda!

We're building and operating a data-driven network of Smart Fridges that offer chef-curated, fresh, healthy meals at affordable prices. We place these Smart Fridges at locations such as hospitals, college campuses, malls, residential complexes, office buildings, and transit hubs to make hand-crafted healthy meals and snacks accessible to everyone.

We're looking for high-energy, creative and collaborative candidates to help build the technology to bring health and happiness to our customers. If you’re curious about food-tech and supply chain optimizations we'd like to meet you! This is your opportunity to join the core founding team and make a real first hand impact. We are hiring across all experience levels -- from entry-level developers to senior engineering managers.

Responsibilities

Be responsible for developing & deploying the algorithms and models that power our unique demand forecasting and food allocation process
Develop new machine learning algorithms that help the business make data-driven decisions, such as personalizing product recommendations and predicting churn
As part of a small and agile team, you will be responsible for end-to-end execution from initial scoping and research to post-deployment results measurement
Provide feedback and work with engineers to improve the data science pipeline to make the end-to-end machine learning lifecycle more seamless
Lead efforts to maximize the strategic use of data by collecting data, performing analysis, communicating insights, and building a data-driven culture across the Company
Partner closely with product, engineering, and functional teams by identifying trends and opportunities to solve operational challenges
Inform, influence, support, and execute our product decisions that need to be integrated throughout the company
Qualifications

Bachelor’s degree in computer science, Math, Physics, Engineering, or related quantitative field
Master’s degree preferred
Proficient with SQL, Python, R, and/or other programming languages
Experience creating and implementing Machine Learning techniques for recommender systems and time series analysis
Experience with customer segmentation, churn prediction, campaign optimization, and moreAbility to initiate and drive projects to completion with minimal guidance
Ability to communicate analytical results effectively to all levels of the organization (leadership, board, staff, etc.)
Familiarity with data visualization tools (e.g. Tableau, Domo, Looker, etc.)
Experience with Hadoop or other MapReduce paradigms, and associated languages such as Pig, Hive, etc
Expertise building big-data analytics solutions with appropriate use of relational and NoSQL database technologies
Experience with AWS data stores (e.g. DynamoDB, Redshift, etc.)
Benefits

Stock in an early-stage fast-growing startup company
Competitive salaries, and benefits including medical, dental & vision
Regularly scheduled on and off-site team building activities
Employee referral bonus
Delicious & nutritious meals, snacks & juice to help keep you feeling healthy and energized
Start-up environment where you’ll help shape the culture and have a huge impact
Work on innovative products and challenging problems with some amazingly talented (and fun) people
Show less",Full-time
Data Scientist (remote),"Toronto, Ontario, Canada", ,"En tant que scientifique de données au sein de l'équipe chargée de l'intelligence économique, de l'analyse et des rapports, vous serez responsable de l'exécution des applications de la science des données dans notre environnement de vente, sous forme d'analyses statistiques, d'applications de mégadonnées et en nuage, de création de pipelines et de modèles, d'analyses de tests A/B/à plusieurs variables, de recherche de nouveaux modèles, de développement et de contrôle de version.

Ce que vous ferez :
Travailler avec les intervenants et les équipes d'ingénieurs dans un environnement pluridisciplinaire.
Collaborer à la conception, à la création et à la maintenance des flux, pipelines et lacs de données, des modèles ML appliqués (plus spécifiquement en matière de risque, de survie, de LTV, de RFM/E, de NLP, de classification), de l'analyse ponctuelle des ensembles de données, notamment la collaboration aux tests A/B et à plusieurs variables.
Améliorer les processus et les modèles existants, en validant l'exactitude et la performance et en présentant à l'équipe de direction des rapports et des présentations clairs et cohérents qui mettent en évidence les améliorations, les lacunes et les domaines d'intérêt pour les recherches futures.
Développer une compréhension approfondie de nos actifs de données et repérer les opportunités d'amélioration et de développement.
Explorer de nouvelles technologies et méthodes pour résoudre les problèmes.

Ce dont vous aurez besoin pour réussir :

Compétences essentielles :
Expérience professionnelle : Au moins 2 ans dans un poste clé similaire
Baccalauréat et maîtrise/doctorat en administration des affaires, en statistiques, en finance actuarielle, en mathématiques ou dans un autre domaine des STIM ou de la finance avancée
Compétences statistiques avancées et expérience de travail avec des équipes chargées des données et/ou de l'ingénierie logicielle
Grand souci du détail et capacité de communiquer clairement les résultats et de définir les prochaines étapes pour le service et l'entreprise
Solide compréhension et expérience des affaires et des statistiques, et expérience du commerce électronique, du marketing numérique et des plateformes de vente en ligne
Expérience avérée de l'utilisation de SQL, Python, Microsoft Azure, Excel, de la conception de modèles de données et de GIT

Atouts :
Expérience directe du nuage ou de l'ETC (extraction, transformation et chargement de données) et de DataBricks
Expérience avec Power BI

En tant qu'employeur souscrivant au principe de l'égalité d'accès à l'emploi, notre entreprise célèbre la diversité et s'engage à créer un environnement inclusif pour tous ses employés.

Ce poste peut vous exposer à du contenu pour adultes.
Show less",Full-time
Data Scientist (remote),"Toronto, Ontario, Canada", ,"Company Description
At Viral Nation, we specialize in building social-first ecosystems for brands to connect with the modern consumer journey. Our integrated solutions align strategy, talent, media, and technology with culturally relevant creative to scale the world’s fastest growing digital brands. Viral Nation offers a fluid, creative, and growth-oriented environment that will support your ambitions to apply your talents in an open, collaborative, and fast paced culture. We’re driven to push boundaries and think beyond today to deliver strategies, and we’re just getting started. Our ability to stay at the forefront of the industry has fueled our success and will guide us in paving the path forward.
2021 was a transformational year for Viral Nation, having grown by 200% and we have even bigger ambitions for 2022 and beyond. While we continuously exceed our goals, we need your help – our success is only as great as our people. Strong performance leads to high expectations and we need to keep raising the bar!

Our Values
We Constantly Evolve: Embracing change is both an opportunity and a necessity!
Courage: Challenging the norm drives us forward!
Diversity: We strive for excellence and recognize that our differences make us stronger. We respect and seek out inclusion of differences, realizing we can learn from each other!
Resilience: Adversity is a springboard for growth!

Job Description
Develop math models and algorithms and deploy models created with large social media training data sets.
Evaluating and modeling and Machine Learning approaches.
Develop unique approaches to modeling and inference problems which combine marketing and social media data knowledge with mathematical approaches to recognize patterns and trends in influencer marketing industries.
Data Analysis, Visualization and Modeling with large text, image and video datasets
Work closely with the Data Scientist leads, CTO, Product, Engineering, DevOps and other members of the Ai Science teams
Collaborate with the product team, share feedback from project implementations and influence the product roadmap.
Be comfortable in a highly dynamic, agile environment without sacrificing the quality of work products.
Stay current with emerging AI, MLOps, web and mobile technologies and trends.

Qualifications
Diploma or Degree in Computer Science or related field. An advanced degree (MA/MSc, equivalent or higher) is preferred.
3+ years of experience as a Data Scientist and/or Python Engineer
Strong ability to apply various analytical models to business use cases (NLP, Supervised, Un-Supervised, Neural Nets, etc.)
Strong proficiency with Machine Learning concepts and modeling techniques to solve problems such as clustering, classification, regression, anomaly detection, simulation and optimization problems, and other statistical analytical techniques, data mining, and predictive modeling on large scale data sets.
Experience with SQL and NoSQL databases
Strong knowledge of Python ML tools, including scikit-learn, and Pandas or similar frameworks, and different deep neural networks architectures (RNN, CNN, GAN, seq2seq/Transformers) using Could ML (AWS, GCP, Azure), or similar tools
Experience with Machine Learning agile project management and experience implementing ML best practices for the entire Data Science lifecycle
Database and programming languages experience and data manipulation and integration skills using (one or more) SQL, Oracle, Hadoop, NoSQL and Graph Databases, or similar tools is required
Experience with data visualization tools — Tableau etc. preferred
Experience with AWS services EC2, ECS, serverless computing, EBS, RDS, S3, IAM
Knowledge of DevOps/MLOps

Additional information
Viral Nation is committed to diversity, equity and inclusion in our agency. Viral Nation welcomes applications from people with visible and non-visible disabilities. Accommodations are available on request for candidates taking part in all aspects of the recruiting and selection process.
Show less",Full-time
Data Scientist (remote),"Toronto, Ontario, Canada", ,"Description

Tiger Analytics is an advanced analytics consulting firm. We are the trusted analytics partner for several Fortune 100 companies, enabling them to generate business value from data. Our consultants bring deep expertise in Data Science, Machine Learning, and AI. Our business value and leadership have been recognized by various market research firms, including Forrester and Gartner.

We are looking for a motivated and passionate Machine Learning Engineers for our team.

As part of this job, you will be responsible for:

Providing solutions for the deployment, execution, validation, monitoring, and improvement of data science solutions
Creating Scalable Machine Learning systems that are highly performant
Building reusable production data pipelines for implemented machine learning models
Writing production-quality code and libraries that can be packaged as containers, installed and deployed

Requirements

Bachelor's degree or higher in computer science or related, with 5+ years of work experience
Ability to collaborate with Data Engineers and Data Scientist to build data and model pipelines and help running machine learning tests and experiments
Ability to manage the infrastructure and data pipelines needed to bring ML solution to production
End-to-end understanding of applications being created and maintain scalable machine learning solutions in production
Ability to abstract complexity of production for machine learning using containers
Ability to troubleshoot production machine learning model issues, including recommendations for retrain, revalidate, and improvements
Experience with Big Data Projects using multiple types of structured and unstructured data
Ability to work with a global team, playing a key role in communicating problem context to the remote teams
Excellent communication and teamwork skills

Additional Skills Required

Python, Spark, Hadoop, Docker, with an emphasis on good coding practices in a continuous integration context, model evaluation, and experimental design
Test-driven development (prefer py. test/nose), experience with Cloud environments
Proficiency in statistical tools, relational databases, and expertise in programming language like python/SQL is desired.

Good To Have

Knowledge of ML frameworks like Scikitlearn, Tensorflow, Keras, etc.
Knowledge of MLflow, Airflow, Kubernetes
Knowledge on any of the cloud-native MLaaS offerings like AWS SageMaker, AzureML, or Google AI platform

Benefits

Significant career development opportunities exist as the company grows. The position offers a unique opportunity to be part of a small, fast-growing, challenging and entrepreneurial environment, with a high degree of individual responsibility.
Show less",Full-time
Data Scientist (remote),"Toronto, Ontario, Canada", ,"Opportunity Description

We are seeking a Principal Data Scientist with strongly developed expertise in graph-based AI and related technologies to maximize utilization of data and knowledge in data and digital transformation.

ESSENTIAL EXPERIENCE:
Lead - Master’s degree in mathematics, computer science, engineering, physics, statistics, economics, computational sciences or a related quantitative discipline and 5+ years of analytical experience in an industrial or commercial setting OR PhD degree with at least 3+ years of industry experience
DS- Master’s degree in mathematics, computer science, engineering, physics, statistics, economics, computational sciences or a related quantitative discipline and 3+ years of analytical experience in an industrial or commercial setting OR PhD degree with industry experience
Experience AI/ML/NLP modelling of complex datasets.
Advanced software development skills in at least two of the standard data science languages (such as Python, R, Scala, C++, Julia) and strong data manipulations skills (e.g. SQL, NoSQL, graph, etc.)
Knowledge of SQL and relational databases, query authoring (SQL) and designing variety of databases (e.g. Postgres SQL)
Comfortable working in cloud and high-performance compute environments (e.g. AWS, Apache Spark) Disciplined AI/ML deployment (MLOps, CI/CD) and Agile delivery
Experience in coordination of delivery teams and providing feedback to their management
Excellent written and verbal communication, business analysis, and consultancy skills

Additional required – deep experience in one of these areas:
Graph- Experience AI/ML modelling of complex datasets, network analysis or direct experience in creating and maintaining graph data models. Experience with a variety of graph technologies Knowledge of graph databases like Neo4J (Cypher, causal clusters), JanusGraph (Gremlin, GraphML), AWS Neptune, OrientDB. xpertise in machine learning/deep learning-based graph algorithms relevant to link prediction, ranking/recommendation, completion, community detection, node embedding, etc.
Familiarity with Deep Learning, neural network architectures including CNNs, RNNs, Embeddings, Transfer Learning, Attention-based Networks, Statistical Learning, Restricted Boltzmann Machines (RBMs), Belief Networks, and Reinforcement Learning
Deep experience in developing models for private sector or industrial setting e.g.

Requirements

Lead Data Scientist Responsibilities:
Lead data science area deliverables for digital products / programs / initiatives including the allocation of work within the team, monitors the quantitative and qualitative achievements of the team, and reports results
Work as an individual contributor, providing data science expertise to digital products / programs / initiatives.
Apply in-depth experience with both statistical and modern data science approaches, including unsupervised, supervised, regression algorithms.
Apply advanced techniques such as neural networks, deep learning, NLP and federated learning.
Build models, algorithms, simulations and experiments by writing highly optimized code and using state-of-the art machine learning technologies.
Collaborate cross-functionally in teams involved in data driven analytics to maximize impact of graph-based capabilities
Build and manage support models incorporated into digital or AI products; Work with Infrastructure and Ops teams to ensure appropriate architecture and tooling
Capacity to mentor junior personnel
Be able to apply in-depth experience with both statistical and modern data science approaches to business cases and knowledge management tasks
Strong written and verbal communication skills - ability to communicate complex ideas up to people of varying technical skills
Work with developers, engineers, and MLOps to deliver AI/ML solutions for new products/services
Show less",Contract
Data Scientist (remote),"Toronto, Ontario, Canada", ,"Description

Tiger Analytics is an advanced analytics consulting firm. We are the trusted analytics partner for several Fortune 100 companies, enabling them to generate business value from data. Our consultants bring deep expertise in Data Science, Machine Learning, and AI. Our business value and leadership have been recognized by various market research firms, including Forrester and Gartner.

We are looking for a motivated and passionate Machine Learning Engineers for our team.

As part of this job, you will be responsible for:

Providing solutions for the deployment, execution, validation, monitoring, and improvement of data science solutions
Creating Scalable Machine Learning systems that are highly performant
Building reusable production data pipelines for implemented machine learning models
Writing production-quality code and libraries that can be packaged as containers, installed and deployed

Requirements

Bachelor's degree or higher in computer science or related, with 5+ years of work experience
Ability to collaborate with Data Engineers and Data Scientist to build data and model pipelines and help running machine learning tests and experiments
Ability to manage the infrastructure and data pipelines needed to bring ML solution to production
End-to-end understanding of applications being created and maintain scalable machine learning solutions in production
Ability to abstract complexity of production for machine learning using containers
Ability to troubleshoot production machine learning model issues, including recommendations for retrain, revalidate, and improvements
Experience with Big Data Projects using multiple types of structured and unstructured data
Ability to work with a global team, playing a key role in communicating problem context to the remote teams
Excellent communication and teamwork skills

Additional Skills Required

Python, Spark, Hadoop, Docker, with an emphasis on good coding practices in a continuous integration context, model evaluation, and experimental design
Test-driven development (prefer py. test/nose), experience with Cloud environments
Proficiency in statistical tools, relational databases, and expertise in programming language like python/SQL is desired.

Good To Have

Knowledge of ML frameworks like Scikitlearn, Tensorflow, Keras, etc.
Knowledge of MLflow, Airflow, Kubernetes
Knowledge on any of the cloud-native MLaaS offerings like AWS SageMaker, AzureML, or Google AI platform

Benefits

Significant career development opportunities exist as the company grows. The position offers a unique opportunity to be part of a small, fast-growing, challenging and entrepreneurial environment, with a high degree of individual responsibility.
Show less",Full-time
Data Scientist (remote),"Toronto, Ontario, Canada", ,"Windscribe supports over 40 Million users world-wide through multiple channels (Helpdesk, social media and a bespoke chatbot). The level of support ranges from simple administrative issues and product questions to deep technical problems and troubleshooting. This is mainly achieved by a small group of talented support representatives that help our customers on all fronts.

To make their lives easier, we also built a chatbot we call Garry, who is powered by the NLP services of IBM Watson. Garry has done wonders for our ability to serve our customers by completing thousands of conversations daily. While Garry has been a great success, we feel we can do even better by utilizing the latest tools and improving the process for making Garry more dynamic and helpful. Armed with years of archived support interactions, we would like to develop Garry 2.0 using the latest tools (i.e. GPT-3 or Megatron) to take Garry’s capabilities to the next level.

ControlD

ControlD is working on features for businesses and enterprises that improve operational security through real-time analysis of network activity at the DNS level. We’re looking to create a real-time threat detection and analysis model that can be dynamically applied to our business customers for added security value.

Within Windscribe/ControlD ML Engineers are responsible for building core threat intelligence products and features such as Malware and Threat Prevention, and DNS Exfiltration, DNS Log Analysis, and Anomaly Detection by applying Artificial Intelligence and Machine Learning technologies across the Windscribe/ControlD platform.

We are looking for talented machine learning scientists with networking domain knowledge. You will have the opportunity to work with a team of talented engineers to solve the most challenging privacy and security problems today.

Role Mission: To improve the customer experience and customer support agent workload utilizing the latest in machine learning and natural language processing techniques. To improve customer operational security through advanced and automated threat intelligence and analysis.

What You’ll Do

Use latest NLP models to create a one-of-a-kind digital chat-bot and user guide personality
Design and implement ML models for detecting network and application level security threats
Design and implement tooling for iterating and improving existing solutions – Learn and understand the product and its varied environments at a deep level – Digest high level business goals into product release road maps
Build internal tools/processes to remove repetitive tasks
Liaison with the community to validate any changes and ensure quality

Responsibilities

Identify strong AI/ML use cases in DNS, threat intelligence, and adjacent domains.
Build scalable machine learning architecture and automate machine learning operations.
Introduce machine learning standards and best practices to the organization.
Select ML models for defined use cases and implement KPIs to ensure optimal algorithms and results
Conduct strict internal testing to ensure high efficacy, low false positive and false negative rate
Interpret results and communicate findings
Document use case, data acquisition, feature engineering, training, validation, deployment, future improvement opportunity, and other important aspects
Work closely with development and QA Teams to validate new products
Work closely with backend engineering teams to make new products production ready

Qualifications/Requirements

Proficient in Python programming.
Minimum of 3 to 4 years of experience building machine learning pipelines.
Build and maintain machine learning solutions in production.
Sound knowledge of machine learning life cycles from data gathering to model deployment.
Must have a true startup spirit and be willing to wear multiple hats to bring products to production.

What You’ll Need

– Excellent organizational skills

– Self-motivation and excitement about working on hard problems

– 5+ Years of software engineering experience

– 1+ Years of experience in machine learning software applications

– Excellent knowledge of computer science fundamentals (stack, heap, pointers, data structures, algorithms, etc)

– Understanding of software design principles and ability to write clear, clean, maintainable code that scales

– Experience working with Linux based systems

Bonus If You Have

– Good understanding of web and networking protocols (HTTP, TLS, TCP/IP, DNS, etc) – Experience with OpenVPN, IPSec/IKEv2, Wireguard

– Development experience in Golang or Rust

– Experience maintaining open source software

– Years of being a Windscribe users

How We’ll Help

Goals: Provide clear and concise objectives along with the resources to succeed – Process - Develop the best internal processes to empower better work, through iteration, measurement and continuous improvement.
Autonomy: We trust you to be excellent at what you do. We will provide as much support as needed when needed, but no more. You will have autonomy and agency to drive projects forward, and own decisions and outcomes.
Education: Provide access to resources like books, courses and deep technical challenges that will keep your skills improving continuously

Show less",Full-time
